,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1993-07-01,0.4708267139932869,-0.737190790705303,-0.0003715865709693067,-0.7012322354017975,-0.04959174212124028,0.43665994843188,0.16664654914276442,0.3356310109347279,1.1784847324367183,1.0921605528914462,0.9789292335800934,1.2778917649702441,1.0136604773745224,0.8433867725659924,1.127677898490858,2.1423506470045335
1993-07-02,0.6396818153170379,-0.8090601746742426,-0.40290595165373955,-0.6862707058978177,-0.09955631255483072,0.37672562290057665,0.16788991732400022,0.32292410457245213,1.1560694282360806,1.1461560971493336,0.9524772502442345,1.201835706265654,1.0453649524098807,0.8540890585149911,1.109831297333261,2.1536867125315156
1993-07-05,0.29567585148849124,0.5509629798716295,-0.737190790705303,-0.35527364786619964,-0.0827110985043312,0.32711054282781676,0.20663661690585375,0.2806627858255639,1.1300944910667297,1.1766915351671146,1.0921605528914462,1.1203473200832643,1.0715325621462062,0.8593430182865333,1.079201716381931,2.154499540780509
1993-07-06,0.27645653122489156,0.4708267139932869,-0.737190790705303,-0.30630752986035714,-0.15530848737660605,0.31789106404222855,0.1937648035481489,0.2722559437245582,1.1060548880415086,1.1784847324367183,1.0921605528914462,1.0375898086255948,1.094427026277743,0.859744679306699,1.0509767256907083,2.1547428653668277
1993-07-07,0.06477768763416936,0.6396818153170379,-0.8090601746742426,-0.4287612117346056,-0.2150137619242806,0.4178365313706229,0.20965379424278668,0.24650157243373275,1.0962712675556043,1.1560694282360806,1.1461560971493336,1.0185922900560567,1.122884894436597,0.8533094407555794,1.0210991588787246,2.1570213880208864
1993-07-08,-0.26739806353999546,0.6396818153170379,-0.07629977600997098,-0.275699261931265,-0.24384516183340013,0.47693441447229595,0.2157367730598236,0.25103189061577,1.1081772548102395,1.1560694282360806,1.1488475578417552,0.9893229450141815,1.126502038963241,0.8561717559744941,0.993512464515852,2.1588095759261354
1993-07-09,-0.27784922959739883,0.6024217985793132,0.30194146829267654,-0.5697749734013684,-0.26000505288998205,0.5259343773236529,0.19587428948197172,0.25902142966381164,1.0839019229895828,1.148084195612702,1.1616271826823197,1.0427352335411868,1.1252637790929418,0.85857868769266,0.9621042243777627,2.1612120221805
1993-07-12,-0.709050677769103,0.06477768763416936,0.6396818153170379,-0.737190790705303,-0.3740481912182188,0.505345131869706,0.19343945055080855,0.2580067360738586,1.0844176443359108,1.0962712675556043,1.1560694282360806,1.0921605528914462,1.1240301599192584,0.8561727178628472,0.9287787252281272,2.1624593430975856
1993-07-13,-0.425906144051247,-0.26739806353999546,0.6396818153170379,-0.48950376328580686,-0.4701195613430372,0.5519269937289858,0.2226392266799427,0.22422525560611037,1.1063551865551324,1.1081772548102395,1.1560694282360806,1.1545269494653858,1.1489181759502443,0.8614987378519368,0.8989786856956352,2.150235796024054
1993-07-14,-0.46388217303014223,-0.27784922959739883,0.6024217985793132,0.28817867402586794,-0.4261666201991828,0.4327851614220651,0.28328142408172413,0.24450943504761155,1.1269111803256937,1.0839019229895828,1.148084195612702,1.15664289096465,1.1481548977092273,0.8554934089813244,0.8771408603178558,2.1377605552110404
1993-07-15,-0.5928558757054359,-0.27784922959739883,0.29567585148849124,0.16428590569224805,-0.495987374945126,0.18526075554595908,0.3124925426302723,0.22752430057854853,1.2536636803929697,1.0839019229895828,1.1300944910667297,1.1689794044336803,1.1689385568675752,0.8751427465474285,0.853054808443041,2.124159528460836
1993-07-16,-0.26987371038047253,-0.47708870844823237,0.27645653122489156,0.38773615274639434,-0.40822761847989897,0.05686685991384615,0.32243520085328403,0.22086768750659194,1.3025188267201262,1.0759110524188935,1.1060548880415086,1.1692964393580767,1.1643007630199476,0.9059952842326157,0.8315658377581684,2.100856443797335
1993-07-19,0.020764675336901052,-0.46388217303014223,-0.27784922959739883,0.6396818153170379,-0.36466959274734423,-0.028440897188860136,0.3193694132069533,0.2056099097479217,1.4234077296114833,1.1269111803256937,1.0839019229895828,1.1560694282360806,1.157459202927842,0.9330714821815289,0.8287488697801811,2.077512435173694
1993-07-20,-0.011945654568503765,-0.5928558757054359,-0.27784922959739883,0.5857591760246377,-0.19493493980456436,0.11082895240563456,0.40642739136831335,0.2188876632697785,1.449179282753749,1.2536636803929697,1.0839019229895828,1.1416404375446294,1.1525447882615512,0.9580404139912814,0.8252345447959989,2.0602605718598253
1993-07-21,0.7392567853389763,-0.26987371038047253,-0.47708870844823237,0.14389795603802008,-0.27934257076564784,-0.05656017703441555,0.3717896235094294,0.2080724727938806,1.5779438824692673,1.3025188267201262,1.0759110524188935,1.1245215687210313,1.150727953646406,0.9853961125034403,0.82156604985113,2.043162602332734
1993-07-22,0.6992728622718059,-0.26987371038047253,-0.709050677769103,-0.0012120810435738427,-0.27052494462241367,-0.04959174212124028,0.3486724842205377,0.2096035922949353,1.7064540001669555,1.3025188267201262,1.0844176443359108,1.1049602252688688,1.1450429142632785,1.0136604773745224,0.817829957250608,2.02628238832106
1993-07-23,0.622783029461573,0.010423237786246209,-0.425906144051247,0.04910199329041201,-0.18915283825949486,-0.09955631255483072,0.3160137848682205,0.20710590070761598,1.7773511241743514,1.3440844716485807,1.1063551865551324,1.0998234461348975,1.1334840692036323,1.0453649524098807,0.8153876495411801,2.011486322596602
1993-07-26,0.6437488986832473,0.7392567853389763,-0.26987371038047253,-0.27784922959739883,-0.10905027690414933,-0.0827110985043312,0.3125886317157684,0.19085613786400207,2.0349321594129086,1.5779438824692673,1.3025188267201262,1.0839019229895828,1.1224219944578935,1.0715325621462062,0.8091104019281381,1.996897446999277
1993-07-27,-0.0017514095324767942,0.6992728622718059,-0.26987371038047253,-0.6598832673680552,-0.09459213821071852,-0.15530848737660605,0.3424434146747007,0.2248078060384806,2.044786859834713,1.7064540001669555,1.3025188267201262,1.0879800913363762,1.1106884910947683,1.094427026277743,0.8014979838320863,1.98541914138498
1993-07-28,-0.4090730896282542,0.622783029461573,0.010423237786246209,-0.5631022212644846,-0.0684568399044389,-0.2150137619242806,0.349888198829665,0.20301261872888351,2.045375645143279,1.7773511241743514,1.3440844716485807,1.105200464079768,1.0999603326804375,1.122884894436597,0.7964206013634353,1.973475362843735
1993-07-29,-0.26965978945904623,0.622783029461573,0.020764675336901052,-0.37382589524103726,-0.036045498156098185,-0.24384516183340013,0.3812751516019862,0.21611006467982313,1.9927815037982792,1.7773511241743514,1.4234077296114833,1.124335376350969,1.0893965646272326,1.126502038963241,0.7942480062421116,1.9726742041613181
1993-07-30,-0.18859400388320122,0.7629644480878142,-0.011945654568503765,-0.5382154793297511,-0.0615211269156139,-0.26000505288998205,0.40126739406771395,0.22812344446095253,1.9704564291138857,1.8452827114912376,1.449179282753749,1.2002910634557669,1.0966297619298602,1.1252637790929418,0.7965306120880896,1.960585010649175
1993-08-02,0.13189219496915539,-0.4090730896282542,0.622783029461573,-0.26987371038047253,-0.2042407829984792,-0.3740481912182188,0.37065959714279584,0.24124214592407273,1.8912030755579958,2.045375645143279,1.7773511241743514,1.3025188267201262,1.1123072354744912,1.1240301599192584,0.7925796045336132,1.9482198114434246
1993-08-03,0.8543646099923476,-0.26965978945904623,0.622783029461573,0.020750061220318666,-0.17484047927450833,-0.4701195613430372,0.36228703502597615,0.23503035364844332,1.9344957354902275,1.9927815037982792,1.7773511241743514,1.3763925323002257,1.1318168209241974,1.1489181759502443,0.7884434533292868,1.9346319061564545
1993-08-04,0.8766333101783021,-0.18859400388320122,0.7629644480878142,-0.04265750365484271,-0.051289553500198856,-0.4261666201991828,0.3576531165109019,0.23364954664352827,1.890266966994831,1.9704564291138857,1.8452827114912376,1.398594653309862,1.1330050471475979,1.1481548977092273,0.7847775960727937,1.9206204319484803
1993-08-05,0.8839244955865209,-0.18859400388320122,0.6437488986832473,0.42429568736554374,-0.1180818160931251,-0.495987374945126,0.32884684099941447,0.23383090899476525,1.8462630233125725,1.9704564291138857,2.0349321594129086,1.5611172251706258,1.1553241016402285,1.1689385568675752,0.7905500457441409,1.907361039488932
1993-08-06,0.8348789116451576,-0.04244040054398008,-0.0017514095324767942,0.7638292800013209,0.03219801777841608,-0.40822761847989897,0.329614610357493,0.2328743952258052,1.8093453828045203,1.9485855014448425,2.044786859834713,1.6647510825393148,1.1778121347982788,1.1643007630199476,0.7971146098171785,1.8837467016966276
1993-08-10,0.8682940331426782,0.8839244955865209,-0.18859400388320122,0.45572987502223417,-0.03520102313983203,-0.19493493980456436,0.2755907944734462,0.2202126076750364,1.78156893800692,1.8462630233125725,1.9704564291138857,1.8878141971510023,1.208087978375596,1.1525447882615512,0.8148010445763029,1.836840560543596
1993-08-11,0.8628415862726134,0.8348789116451576,-0.04244040054398008,0.4324510833943654,-0.00875298683155018,-0.27934257076564784,0.24938252498543012,0.2337281141581371,1.888685771075611,1.8093453828045203,1.9485855014448425,2.037603286835397,1.2594032765869647,1.150727953646406,0.8258545989882348,1.8150242441167599
1993-08-12,0.6864796471762283,0.8348789116451576,0.13189219496915539,-0.15483461997246356,0.06927548837846015,-0.27052494462241367,0.2323592500551744,0.23549819041584694,2.005726389940463,1.8093453828045203,1.8912030755579958,2.0386964926785245,1.3102527510482385,1.1450429142632785,0.8396991467554249,1.7932484966433877
1993-08-13,0.7580426375652638,0.972451088483602,0.8543646099923476,-0.15236309192310865,0.10565016675190943,-0.18915283825949486,0.21926326508400013,0.24972718902022184,2.0078783279571297,1.8069922052611593,1.9344957354902275,2.006413127079411,1.367829223803364,1.1334840692036323,0.8546433621618384,1.7849369139234175
1993-08-16,0.38759488426134164,0.8628415862726134,0.8348789116451576,-0.18859400388320122,-0.024869248113848594,-0.10905027690414933,0.1984949216762102,0.23803128945994673,2.017354988593734,1.888685771075611,1.8093453828045203,1.9704564291138857,1.4297999693256473,1.1224219944578935,0.8645370569569841,1.7717394885112292
1993-08-17,0.4365327673732549,0.6864796471762283,0.8348789116451576,0.02296572042309187,-0.08310980208679217,-0.09459213821071852,0.18090557781588124,0.2341664980822933,2.0145288753678834,2.005726389940463,1.8093453828045203,1.922620019751467,1.4880763687789607,1.1106884910947683,0.8786796428736285,1.750806994671283
1993-08-18,0.7762319599012517,0.7580426375652638,0.972451088483602,0.530058195647396,-0.10210691683482631,-0.0684568399044389,0.19213734864519144,0.252912611079748,2.153518846980437,2.0078783279571297,1.8069922052611593,1.950463593202936,1.5450829403236814,1.0999603326804375,0.8923898104658345,1.730565784992262
