Date,price,price_norm,%change,volatility
2014-11-07,6567.24,0.9085053578691368,0.0024560573334453384,0.5312815974968099
2014-11-10,6611.25,0.9145936568805664,0.006701445356040114,0.33696621039928276
2014-11-11,6627.4,0.9168278315916454,0.002442805823406946,0.31235419711636103
2014-11-12,6611.04,0.9145646056923729,-0.002468539698825989,0.3079559466426788
2014-11-13,6635.45,0.9179414604724,0.003692308623151508,0.27806480604392775
2014-11-14,6654.37,0.9205588341896517,0.002851351453179607,0.27645822587716967
2014-11-17,6671.97,0.922993600438258,0.002644878478353485,0.318909154430205
2014-11-18,6709.13,0.9281342773586106,0.00556956940753639,0.3344709323369028
2014-11-19,6696.6,0.9264008897963928,-0.0018676042944464344,0.3179631374371963
2014-11-20,6678.9,0.9239522896486466,-0.0026431323358122594,0.33952262990782567
2014-11-21,6750.76,0.9338933295705129,0.010759256763838376,0.3840312684126862
2014-11-24,6729.79,0.930992360920895,-0.003106316918391472,0.4249967570808647
2014-11-25,6731.14,0.9311791185592825,0.00020060061309501442,0.3960465683889632
2014-11-26,6729.17,0.9309065907462282,-0.0002926695923721745,0.37462929428907943
2014-11-27,6723.42,0.9301111415456892,-0.0008544887408105106,0.38257771921441724
2014-11-28,6722.62,0.9300004703525707,-0.00011898706313162588,0.45982370526235583
2014-12-01,6656.37,0.9208355121724479,-0.009854788757954536,0.4465310621609143
2014-12-02,6742.1,0.9326953139050055,0.012879392221285757,0.41784966470326873
2014-12-03,6716.63,0.9291718197940962,-0.0037777547055072302,0.4716206874070044
2014-12-04,6679.37,0.9240173089746038,-0.005547424824651648,0.48721000028002176
2014-12-05,6742.84,0.93279768475864,0.009502393189776859,0.4448862023073582
2014-12-08,6672.15,0.9230185014567095,-0.010483713094185942,0.3947103048649012
2014-12-09,6529.47,0.9032802941640313,-0.02138441132168778,0.47978679631634596
2014-12-10,6500.04,0.8992089776471858,-0.004507257097436712,0.53745647223695
2014-12-11,6461.7,0.8939050607169833,-0.005898425240460026,0.5206320527252619
2014-12-12,6300.63,0.8716227993724943,-0.02492687682807926,0.5474414873955563
2014-12-15,6182.72,0.8553112488967466,-0.018714001615711462,0.5495429929577933
2014-12-16,6331.83,0.8759389759041145,0.0241172170177526,0.5481766855770817
2014-12-17,6336.48,0.8765822522141156,0.0007343848460870106,0.5216916037603915
2014-12-18,6466.0,0.8944999183799951,0.020440370678989073,0.5093794432030664
2014-12-19,6545.27,0.9054660502281211,0.012259511289823832,0.5246335834251593
2014-12-22,6576.74,0.9098195782874186,0.004808052227027959,0.5372121913078169
2014-12-23,6598.18,0.9127855662629936,0.0032599737864049683,0.45426236205903525
2014-12-24,6609.93,0.914411049411921,0.001780794097766325,0.42780533080757926
2014-12-29,6633.51,0.9176730828290878,0.0035673600174284115,0.5315914399623378
2014-12-30,6547.0,0.9057053766832397,-0.013041361209977897,0.45926067013632343
2014-12-31,6566.09,0.9083462680290291,0.0029158393157171503,0.5141910404949903
2015-01-02,6547.8,0.9058160478763582,-0.002785523804882395,0.8565679834231416
2015-01-05,6417.16,0.8877434420401128,-0.019951739515562505,0.8546188765040434
2015-01-06,6366.51,0.8807365721258,-0.007892899662779063,0.8712077189349625
2015-01-07,6419.83,0.8881128071471457,0.008375075198185478,0.8728639925827999
2015-01-08,6569.96,0.9088816399257397,0.02338535444084977,0.8672201993094142
2015-01-09,6501.14,0.8993611505377237,-0.010474949619175722,0.8637842700374546
2015-01-12,6501.42,0.8993998854553151,4.3069369372039645e-05,0.8492077542298965
2015-01-13,6542.2,0.9050413495245289,0.006272475859119941,0.8240661249527104
2015-01-14,6388.46,0.8837731129869879,-0.02349974014857381,0.8516853503499373
2015-01-15,6498.78,0.8990346705180242,0.017268637512013907,0.7838138223584598
2015-01-16,6550.27,0.9061577451851115,0.007923025552488472,0.528646369420781
2015-01-19,6585.53,0.9110355780218078,0.005382984212864317,0.510025714347196
2015-01-20,6620.1,0.9158179569544395,0.005249387672670247,0.5019059005021853
2015-01-21,6728.04,0.9307502676859484,0.016304889654234822,0.5715929209377142
2015-01-22,6796.63,0.9402389391059428,0.010194648069868917,0.5427908456578723
2015-01-23,6832.83,0.9452468105945533,0.005326168998459613,0.5486921125703211
2015-01-26,6852.4,0.9479541046562138,0.0028641134054263606,0.5629700648743337
2015-01-27,6811.61,0.942311257197086,-0.005952658922421361,0.5693240779212719
2015-01-28,6825.94,0.9442936549438204,0.0021037610785115124,0.47787496502336213
2015-01-29,6810.6,0.942171534815774,-0.0022473095280648447,0.4795645321908426
2015-01-30,6749.4,0.9337051885422113,-0.008985992423575118,0.45626205672383674
2015-02-02,6782.55,0.9382911261070578,0.004911547693128293,0.4292008804767652
2015-02-03,6871.8,0.9506378810893366,0.013158767720105269,0.4618568889785523
2015-02-04,6860.02,0.9490082477706673,-0.0017142524520503688,0.3740196071118656
2015-02-05,6865.93,0.9498258312098299,0.0008615135232841187,0.37240893192308366
2015-02-06,6853.44,0.9480979772072677,-0.0018191271976266687,0.3423448595415326
2015-02-09,6837.15,0.945844435037393,-0.0023769085306065696,0.34631135826785175
2015-02-10,6829.12,0.9447335729364664,-0.0011744659690074988,0.33974693212990936
2015-02-11,6818.17,0.9432187609806575,-0.0016034276744294473,0.3395883993915118
2015-02-12,6828.11,0.9445938505551543,0.0014578691936397714,0.34968624219552064
2015-02-13,6873.52,0.9508758241545413,0.006650449392291646,0.39282749126690913
2015-02-16,6857.05,0.9485973809662149,-0.002396152189853229,0.4193279469524163
2015-02-17,6898.13,0.9542803467328481,0.005990914460299868,0.7224218106732754
2015-02-18,6898.08,0.9542734297832781,-7.248341217125365e-06,0.7351627808275699
2015-02-19,6888.9,0.9530034778422437,-0.0013308050935912918,0.7266621444221605
2015-02-20,6915.2,0.9566417933160133,0.003817735777845499,0.7311739596353973
2015-02-23,6912.16,0.9562212427821631,-0.00043961129106895314,0.7393345385703491
2015-02-24,6949.63,0.9614048047898492,0.0054208814610772205,0.7270297122880863
2015-02-25,6935.38,0.9594334741624266,-0.002050468873882494,0.7308721553080377
2015-02-26,6949.73,0.961418638688989,0.002069100755834441,0.7409439356854493
2015-02-27,6946.66,0.9609939379853969,-0.0004417437799741908,0.726214241936141
2015-03-02,6940.64,0.9601611372571806,-0.0008666035188132915,0.690086761541892
2015-03-03,6889.13,0.9530352958102654,-0.007421505797736261,0.3692271100432275
2015-03-04,6919.24,0.9572006828412615,0.0043706534787411044,0.34655405367657105
2015-03-05,6961.14,0.9629970865808413,0.006055578358316938,0.3481562471100997
2015-03-06,6911.8,0.9561714407452598,-0.007087919507437035,0.33416775163489315
2015-03-09,6876.47,0.9512839241791656,-0.005111548366561469,0.27655731994423843
2015-03-10,6702.84,0.9272641251027167,-0.02524987384515598,0.7850577566797685
2015-03-11,6721.51,0.929846914072119,0.002785386492889508,0.8394314458080547
2015-03-12,6761.07,0.935319604571827,0.005885582257558086,0.824708132428424
2015-03-13,6740.6,0.9324878054179083,-0.0030276272838469787,0.8393740461468747
