Date,price,price_norm,%change,volatility
2001-09-19,9558.150391,0.3338518031849351,0.026885762576700056,0.9787553999994694
2001-09-20,9317.980469,0.3254630293897473,-0.025127238239120442,0.9832256753146909
2001-09-21,8934.200195,0.312058162207248,-0.041187065724896055,0.9771621590823816
2001-09-24,9284.5,0.3242936070130444,0.03920886003831048,1.022770280316635
2001-09-25,9210.05957,0.3216935148645924,-0.00801771016209818,1.0098926414967822
2001-09-26,9371.75,0.3273411181565511,0.01755585061867304,0.7157501893072227
2001-09-27,9600.790039,0.33534114189479425,0.02443940982207171,0.6904551476368908
2001-09-28,9950.700195,0.34756297684764437,0.03644597523522619,0.6904959905554283
2001-10-03,9897.139648,0.34569218757733133,-0.005382590767523232,0.505963777516772
2001-10-04,10286.389648,0.35928810405423667,0.039329545085145856,0.503308986794625
2001-10-05,10277.379883,0.3589734065271549,-0.0008758918637457036,0.5011109914403131
2001-10-08,9967.830078,0.3481612978714778,-0.030119525455318708,0.3324767119105454
2001-10-09,10358.929688,0.361821818441061,0.03923618349626512,0.33390144693563206
2001-10-10,10298.240234,0.3597020271819396,-0.005858660675176042,0.31124093683177706
2001-10-11,10522.610352,0.3675389376103054,0.02178722897327967,0.19732182498987905
2001-10-12,10274.129883,0.35885988892009024,-0.023613957058931878,0.46073067642368554
2001-10-15,10130.589844,0.35384625146001125,-0.013971016585794471,0.5090112222867784
2001-10-16,10148.490234,0.35447148513334215,0.0017669642415345521,0.5101261046347991
2001-10-17,10260.80957,0.35839463044097847,0.011067590686908435,0.5075964677962429
2001-10-18,9880.610352,0.345114844153213,-0.037053530270321544,0.505950929425155
2001-10-19,9825.839844,0.3432017927667887,-0.005543231242684632,0.5397521355009636
2001-10-22,9797.540039,0.34221332318402,-0.00288014108201462,0.542943726938319
2001-10-23,10219.839844,0.3569636195924809,0.043102636306562525,0.7132783586483028
2001-10-24,10243.459961,0.35778863471876665,0.0023112022654510067,0.7433352439423322
2001-10-25,10243.459961,0.35778863471876665,0.0,0.8164449785602748
