Unnamed: 0,%C-5,%C-10,%C-15,%C-20,%C-40,%C-63,%C-126,%C-252,V-5,V-10,V-15,V-20,V-40,V-63,V-126,V-252,1_month,2_month,4_month,6_month
26/3/86,0.136312917,-0.364594714,1.783830399,0.963691078,0.357765953,0.635002133,0.14238204,0.103470588,0.637620246,0.62869113,0.576067398,0.392992338,0.356175328,0.488592326,0.552785324,0.434133668,,,,
27/3/86,1.024278187,-0.364594714,0.610698339,0.950341653,0.371609362,0.783655847,0.16089979,0.116645016,0.615292016,0.62869113,0.587850841,0.438831419,0.34621714,0.481739462,0.556694481,0.436027748,,,,
31/3/86,1.029323754,0.136312917,-0.364594714,1.47748144,0.212934366,0.775980047,0.160780922,0.108890256,0.571106641,0.637620246,0.62869113,0.531493994,0.328892177,0.472142043,0.564454486,0.438846832,,,,
1/4/86,-0.516970267,1.024278187,-0.364594714,1.183752642,0.416874084,0.808847586,0.216605118,0.111174014,0.546213364,0.615292016,0.62869113,0.583487664,0.343713601,0.467247392,0.571548235,0.440116898,,,,
2/4/86,-0.663884798,1.024278187,-0.151603797,0.689678109,0.340021712,0.584922697,0.221513155,0.137842463,0.529764988,0.615292016,0.632571731,0.593719799,0.350486174,0.461507203,0.57762635,0.438264737,,,,
3/4/86,-1.049874602,1.024278187,-0.124020929,0.669652739,0.485564205,0.650491173,0.166181446,0.142768546,0.548752171,0.615292016,0.658694651,0.602595946,0.356140035,0.453650621,0.5827428,0.43765999,,,,
4/4/86,-1.262559402,0.993728029,-0.172501418,0.78992773,0.601234728,0.826427355,0.200230747,0.133554082,0.564714552,0.579826919,0.646582737,0.613883971,0.365871262,0.447231832,0.582103613,0.436126451,,,,
7/4/86,-1.054746634,-0.663884798,1.024278187,-0.364594714,0.397480801,0.718545119,0.254015559,0.114477837,0.583940677,0.529764988,0.615292016,0.62869113,0.376801713,0.429728807,0.5851516,0.434608083,,,,
8/4/86,-0.475927168,-1.049874602,1.024278187,0.101902695,0.457448301,0.552564823,0.282130136,0.130912383,0.579337067,0.548752171,0.615292016,0.650394847,0.397121864,0.411065041,0.583792332,0.433713694,,,,
9/4/86,0.247926857,-1.262559402,0.993728029,-0.167467007,0.476645966,0.581473128,0.279452457,0.155415994,0.558163869,0.564714552,0.579826919,0.642143139,0.423692725,0.403632511,0.582160785,0.435688723,,,,
10/4/86,1.078945652,-1.262559402,1.029323754,0.359313186,0.533351311,0.674318441,0.240074119,0.152284242,0.535492456,0.564714552,0.571106641,0.633772212,0.451417125,0.395535011,0.574773263,0.437827419,,,,
11/4/86,0.8000853,-1.519583215,-0.516970267,0.276223095,0.277151564,0.604476629,0.26803125,0.136790718,0.538008714,0.568449125,0.546213364,0.626298907,0.480208171,0.387139795,0.569838623,0.44001948,,,,
14/4/86,0.68593784,0.247926857,-1.262559402,1.024278187,0.3715866,0.465281777,0.305165125,0.160711033,0.538483779,0.558163869,0.564714552,0.615292016,0.512380844,0.376431354,0.565938388,0.441953476,,,,
15/4/86,0.596586642,1.078945652,-1.262559402,0.686679985,0.412487583,0.336420864,0.256409384,0.170089042,0.536851143,0.535492456,0.564714552,0.572314254,0.529989025,0.365304837,0.561799651,0.443613647,,,,
16/4/86,1.020951981,0.8000853,-1.519583215,0.2339152,0.619755156,0.357765953,0.265539891,0.208281072,0.530520634,0.538008714,0.568449125,0.555292551,0.545425406,0.356175328,0.558498779,0.445744931,,,,
17/4/86,1.230966589,0.8000853,-1.054746634,-0.288947647,0.670775106,0.371609362,0.268507999,0.207947527,0.488962749,0.538008714,0.583940677,0.542577129,0.559813215,0.34621714,0.555134694,0.446986909,,,,
18/4/86,0.768140999,1.073347659,-0.475927168,-1.049874602,0.66153435,0.303992998,0.306229668,0.227024702,0.464162947,0.530056772,0.579337067,0.548752171,0.573986413,0.336641163,0.551594772,0.448849516,,,,
21/4/86,0.876618633,1.020951981,0.8000853,-1.262559402,0.628472149,0.212934366,0.262691281,0.255855919,0.40407173,0.530520634,0.538008714,0.564714552,0.587457996,0.328892177,0.54860245,0.450710201,,,,
22/4/86,-0.311475816,1.230966589,0.8000853,-1.2742594,0.468179078,0.416874084,0.252969975,0.254894533,0.383799987,0.488962749,0.538008714,0.568722597,0.59776799,0.343713601,0.543620658,0.452275088,,,,
23/4/86,-0.468342043,0.768140999,1.073347659,-0.301717691,0.262789102,0.340021712,0.231615471,0.251603522,0.397911005,0.464162947,0.530056772,0.569803338,0.595476888,0.350486174,0.539247137,0.450699518,,,,
24/4/86,-0.157954849,0.768140999,0.68593784,-0.243227317,0.118746335,0.485564205,0.263939921,0.251117802,0.414058672,0.464162947,0.538483779,0.567673839,0.597190868,0.356140035,0.539578804,0.449082324,,,,
25/4/86,-0.068630304,0.669986549,0.596586642,0.440496802,-0.065469525,0.601234728,0.308377898,0.249263387,0.416990815,0.44346318,0.536851143,0.55410678,0.601632477,0.365871262,0.539024,0.447855553,,,,
28/4/86,0.239084958,-0.468342043,0.768140999,0.8000853,-0.288774798,0.397480801,0.311353724,0.240849557,0.429909857,0.397911005,0.464162947,0.538008714,0.599867531,0.376801713,0.534232915,0.446822936,,,,
29/4/86,-0.067821676,-0.157954849,0.768140999,1.090829888,-0.0269777,0.457448301,0.330219137,0.231280063,0.42935781,0.414058672,0.464162947,0.533437821,0.593206548,0.397121864,0.527300535,0.445699615,,,,
30/4/86,-0.89552165,-0.068630304,0.669986549,0.614783731,-0.048179374,0.476645966,0.358339097,0.220467536,0.42326259,0.416990815,0.44346318,0.5336851,0.586794901,0.423692725,0.519426349,0.444992103,,,,
1/5/86,-1.087015398,-0.068630304,0.876618633,1.0589169,0.042361023,0.533351311,0.381631361,0.221142001,0.427019189,0.416990815,0.40407173,0.531992193,0.581027813,0.451417125,0.512386426,0.446049182,,,,1
2/5/86,-0.917509481,-0.374961788,-0.311475816,0.921702049,-0.062083669,0.277151564,0.357572008,0.251787522,0.43116066,0.432007374,0.383799987,0.500784948,0.576340725,0.480208171,0.505051313,0.446560368,,,,1
5/5/86,-0.597962731,-0.89552165,-0.068630304,0.768140999,0.196366736,0.3715866,0.301183376,0.259156296,0.435604009,0.42326259,0.416990815,0.464162947,0.568116428,0.512380844,0.499443619,0.444725636,,,,1
6/5/86,0.078736331,-1.087015398,-0.068630304,0.767328365,0.143982645,0.412487583,0.267235355,0.256099723,0.42173044,0.427019189,0.416990815,0.42615546,0.554303299,0.529989025,0.498136919,0.442972858,,,,1
7/5/86,-0.044861459,-0.917509481,-0.374961788,0.332466934,0.360615262,0.619755156,0.275309403,0.253235871,0.400591906,0.43116066,0.432007374,0.409551268,0.550077919,0.545425406,0.496917185,0.442254552,,,,1
8/5/86,0.226013233,-0.917509481,0.239084958,-0.26973317,0.229823977,0.670775106,0.287177781,0.233595649,0.375983485,0.43116066,0.429909857,0.394697245,0.536698725,0.559813215,0.493590475,0.441053871,,,,1
9/5/86,0.230328864,-1.299898632,-0.067821676,-0.342996151,0.101888966,0.66153435,0.31062948,0.240660544,0.367948574,0.433180988,0.42935781,0.404239686,0.522295405,0.573986413,0.492643758,0.439942659,,,,1
12/5/86,-0.010319719,-0.044861459,-0.917509481,-0.068630304,0.167814383,0.628472149,0.293466293,0.240340555,0.345022938,0.400591906,0.43116066,0.416990815,0.511959728,0.587457996,0.491391541,0.438262607,,,,
13/5/86,0.194376478,0.226013233,-0.917509481,-0.177560006,0.06720965,0.468179078,0.373881836,0.256061449,0.332739527,0.375983485,0.43116066,0.430221769,0.504565551,0.59776799,0.495923779,0.437744634,,,,
14/5/86,0.424550701,0.230328864,-1.299898632,-0.074809857,0.195306393,0.262789102,0.337098262,0.222342757,0.323649603,0.367948574,0.433180988,0.431143504,0.500217801,0.595476888,0.500075001,0.440285711,,,,
15/5/86,-0.275335727,0.230328864,-0.597962731,-0.684739836,0.180510593,0.118746335,0.427758435,0.216610692,0.301849745,0.367948574,0.435604009,0.424520954,0.493835675,0.597190868,0.496757663,0.443746626,,,,
16/5/86,-0.450578495,-0.081427541,0.078736331,-0.811878743,0.336542586,-0.065469525,0.512436625,0.212782767,0.307784629,0.348493174,0.42173044,0.427359228,0.482773529,0.601632477,0.493360686,0.44704821,,,,
19/5/86,-0.516306001,0.424550701,0.230328864,-0.917509481,0.506876694,-0.288774798,0.494850059,0.208343833,0.306002414,0.323649603,0.367948574,0.43116066,0.469930733,0.599867531,0.490657038,0.451223069,,,,
20/5/86,-0.453641019,-0.275335727,0.230328864,-0.744448009,0.442037632,-0.0269777,0.503081233,0.202565673,0.338316366,0.301849745,0.367948574,0.435698825,0.461572084,0.593206548,0.487680466,0.456349509,,,,
21/5/86,0.01478795,-0.450578495,-0.081427541,-0.567493431,0.075611973,-0.048179374,0.502797965,0.217999567,0.383541847,0.307784629,0.348493174,0.418419058,0.454817055,0.586794901,0.484756857,0.461513919,,,,
22/5/86,0.904789538,-0.450578495,-0.010319719,-0.13135059,0.002807022,0.042361023,0.51402925,0.249407589,0.408226853,0.307784629,0.345022938,0.409222682,0.449987359,0.581027813,0.481703051,0.466816553,,,,
23/5/86,0.982196138,-0.522926884,0.194376478,0.132913423,-0.087834377,-0.062083669,0.425017877,0.252794021,0.413301861,0.300781208,0.332739527,0.390332098,0.444352866,0.576340725,0.479367282,0.472424623,,,,
27/5/86,1.980156153,0.904789538,-0.450578495,-0.097379021,-0.076188405,0.143982645,0.467027691,0.233765246,0.435614564,0.408226853,0.307784629,0.345954201,0.42562872,0.554303299,0.473599421,0.484805392,,,,
28/5/86,1.801154358,0.982196138,-0.522926884,-0.038838472,-0.157555003,0.360615262,0.551585022,0.234330255,0.442875345,0.413301861,0.300781208,0.338029951,0.41592255,0.550077919,0.467544821,0.486620262,,,,
29/5/86,1.469745729,0.982196138,-0.516306001,0.508443151,-0.286569064,0.229823977,0.59466522,0.241011061,0.445845759,0.413301861,0.306002414,0.328778255,0.405718579,0.536698725,0.467100945,0.487858557,,,,
30/5/86,0.999432005,1.259352661,-0.453641019,-0.170750304,-0.303888498,0.101888966,0.589584584,0.252777358,0.44608419,0.433891619,0.338316366,0.308641582,0.402841499,0.522295405,0.465187854,0.489024907,,,,
2/6/86,0.169344081,1.801154358,0.982196138,-0.450578495,-0.246264972,0.167814383,0.545652564,0.271392859,0.428643078,0.442875345,0.413301861,0.307784629,0.40101866,0.511959728,0.465322338,0.490181066,,,,
3/6/86,-0.142141811,1.469745729,0.982196138,-0.443627498,-0.328115542,0.06720965,0.481067727,0.268361923,0.417435974,0.445845759,0.413301861,0.306813532,0.398089499,0.504565551,0.464476603,0.491657151,,,,
4/6/86,-0.34760916,0.999432005,1.259352661,-0.009970847,-0.102562435,0.195306393,0.451862897,0.265149298,0.380673886,0.44608419,0.433891619,0.333239727,0.390680983,0.500217801,0.463887681,0.490892438,,,,
5/6/86,0.052865486,0.999432005,1.007346958,-0.498560504,-0.255636919,0.180510593,0.396631,0.269141872,0.345291786,0.44608419,0.431125833,0.356555377,0.378826184,0.493835675,0.464962088,0.489621513,,,,
6/6/86,0.136707013,0.999432005,1.980156153,0.493521716,-0.33750798,0.336542586,0.362136447,0.277756574,0.330574452,0.44608419,0.435614564,0.392886315,0.372699294,0.482773529,0.467098469,0.488547263,,,,
9/6/86,-0.548389388,-0.34760916,0.999432005,0.982196138,-0.363451595,0.506876694,0.317652019,0.297727663,0.331074376,0.380673886,0.44608419,0.413301861,0.366588259,0.469930733,0.467443876,0.488441129,,,,
10/6/86,-0.472553141,0.052865486,0.999432005,1.259352661,-0.275743929,0.442037632,0.332997147,0.287445554,0.373608548,0.345291786,0.44608419,0.433891619,0.367782611,0.461572084,0.46821766,0.484160044,,,,
11/6/86,-0.604192268,0.136707013,0.999432005,1.315557503,-0.234984512,0.075611973,0.350660054,0.272866044,0.415269016,0.330574452,0.44608419,0.434088777,0.367372194,0.454817055,0.473552735,0.480911934,,,,
12/6/86,-0.869886154,0.136707013,0.169344081,1.952979964,0.112569816,0.002807022,0.378393182,0.288754763,0.465470148,0.330574452,0.428643078,0.439722556,0.36894036,0.449987359,0.478251512,0.478578606,,,1,
13/6/86,-0.15704594,0.440924407,-0.142141811,1.425264932,0.22314042,-0.087834377,0.356394287,0.301822154,0.483511822,0.319914773,0.417435974,0.442784793,0.368306367,0.444352866,0.483142898,0.477585952,,,1,
16/6/86,0.647528341,-0.604192268,0.136707013,0.999432005,0.253982169,0.024210035,0.357951175,0.31947458,0.521644613,0.415269016,0.330574452,0.44608419,0.363011688,0.437958893,0.485236744,0.476712038,,,1,
17/6/86,0.371691462,-0.869886154,0.136707013,0.583513092,0.304837812,-0.076188405,0.340382156,0.321191153,0.546427042,0.465470148,0.330574452,0.431509984,0.362825517,0.42562872,0.485510485,0.475076082,,,1,
18/6/86,0.577517665,-0.15704594,0.440924407,0.260576831,0.459308988,-0.157555003,0.413311012,0.326709206,0.570104584,0.483511822,0.319914773,0.424358086,0.369650002,0.41592255,0.486074238,0.473459137,,,1,
19/6/86,-0.336359295,-0.15704594,-0.548389388,-0.218567998,0.543928649,-0.286569064,0.411560262,0.339757726,0.572614095,0.483511822,0.331074376,0.393041736,0.375204768,0.405718579,0.483466378,0.474224269,,,1,
20/6/86,0.081395682,0.636629411,-0.472553141,-0.040009445,0.460227175,-0.303888498,0.357949451,0.356555645,0.570812657,0.491425646,0.373608548,0.365593325,0.381705209,0.402841499,0.480594141,0.474955606,,,1,
23/6/86,-0.02317741,0.577517665,-0.15704594,0.136707013,0.371710245,-0.246264972,0.347466054,0.34654454,0.536043522,0.570104584,0.483511822,0.330574452,0.384198825,0.40101866,0.478037082,0.475275698,,,,
24/6/86,0.12660747,-0.336359295,-0.15704594,-0.313609944,0.42415643,-0.328115542,0.298763701,0.34271109,0.507713643,0.572614095,0.483511822,0.346303124,0.388960145,0.398089499,0.477002245,0.475804297,,,,
25/6/86,0.540819717,0.081395682,0.636629411,-0.482897062,0.399399146,-0.102562435,0.270203744,0.327982999,0.476504339,0.570812657,0.491425646,0.357979795,0.387987264,0.390680983,0.476260988,0.476367394,,,,
26/6/86,0.014373811,0.081395682,0.647528341,-0.245275931,0.361111118,-0.255636919,0.311028811,0.321170337,0.445307323,0.570812657,0.521644613,0.393269429,0.387476458,0.378826184,0.475329349,0.476485782,,,,
27/6/86,0.085422319,0.146077613,0.371691462,-0.601494298,0.562712947,-0.33750798,0.290646173,0.343747547,0.420568176,0.566896486,0.546427042,0.426717141,0.389016166,0.372699294,0.475065534,0.476504686,,,,
30/6/86,0.313840265,0.540819717,0.081395682,-0.15704594,0.417366429,-0.363451595,0.25883601,0.34479651,0.371731459,0.476504339,0.570812657,0.483511822,0.397038323,0.366588259,0.474727709,0.475598359,,,,
1/7/86,0.336209509,0.014373811,0.081395682,0.473837121,0.411066575,-0.275743929,0.228246981,0.344992736,0.327469748,0.445307323,0.570812657,0.510435985,0.406015566,0.367782611,0.477927817,0.474239116,,,,
2/7/86,0.523577502,0.085422319,0.146077613,0.430119751,0.320964118,-0.234984512,0.168293193,0.348692532,0.280993839,0.420568176,0.566896486,0.531524224,0.407997164,0.367372194,0.482503874,0.472744368,,,,
3/7/86,0.28440965,0.085422319,-0.02317741,0.343873648,0.326799853,0.112569816,0.150041285,0.361351576,0.25964879,0.420568176,0.536043522,0.550585595,0.410863713,0.36894036,0.488480676,0.471582356,,,,
7/7/86,-1.557090304,0.523577502,0.085422319,0.081395682,0.247913423,0.253982169,0.155590216,0.357676101,0.354528878,0.280993839,0.420568176,0.570812657,0.429416364,0.363011688,0.499078509,0.470397774,,,,
8/7/86,-2.140489697,0.28440965,0.085422319,-0.106444849,0.204949171,0.304837812,0.167813568,0.344101083,0.474915853,0.25964879,0.420568176,0.543043351,0.438268008,0.362825517,0.500311243,0.470754719,,,,
9/7/86,-1.810537047,0.28440965,0.385911573,0.147806454,0.079475,0.459308988,0.164658263,0.334180651,0.602845573,0.25964879,0.413802517,0.519614876,0.446033146,0.369650002,0.500836657,0.471006696,,,,
10/7/86,-1.249598544,0.28440965,0.313840265,0.240417189,-0.097565271,0.543928649,0.182979782,0.335595042,0.613960258,0.25964879,0.371731459,0.494346784,0.453137523,0.375204768,0.500802974,0.471420477,,,,
11/7/86,-1.155624646,0.19806064,0.336209509,0.361982167,-0.006639087,0.460227175,0.170495448,0.340046301,0.62655502,0.250993032,0.327469748,0.468967239,0.460705883,0.381705209,0.5005495,0.471893305,,,,
14/7/86,-0.513371411,-1.810537047,0.28440965,0.085422319,-0.050703183,0.371710245,0.16110314,0.324634089,0.65416084,0.602845573,0.25964879,0.420568176,0.460757842,0.384198825,0.500284963,0.472248062,,,,
15/7/86,-1.087905433,-1.249598544,0.28440965,0.417420594,0.068790847,0.42415643,0.152103161,0.36523494,0.674823142,0.613960258,0.25964879,0.388165226,0.465800787,0.388960145,0.499326243,0.475355233,,,,
16/7/86,-1.089826194,-1.155624646,0.19806064,0.40809882,0.073175111,0.399399146,0.11407516,0.356751987,0.694331749,0.62655502,0.250993032,0.350151667,0.467904614,0.387987264,0.493701759,0.47862279,,,,
17/7/86,-0.747813765,-1.155624646,-1.557090304,0.348188395,0.083856656,0.361111118,0.058414009,0.356570666,0.706064763,0.62655502,0.354528878,0.31255884,0.476864243,0.387476458,0.486337436,0.481823301,,,,
18/7/86,-0.656833085,-0.324450859,-2.140489697,0.301450989,0.032558339,0.562712947,0.018380923,0.396090894,0.710773005,0.639583766,0.474915853,0.27204135,0.477885524,0.389016166,0.481217086,0.485253352,,,,
21/7/86,0.202057983,-1.089826194,-1.155624646,0.28440965,0.037019811,0.417366429,-0.052353408,0.376670741,0.691127259,0.694331749,0.62655502,0.25964879,0.478754959,0.397038323,0.475320467,0.489243162,,,,
22/7/86,0.404846316,-0.747813765,-1.155624646,-0.971534468,0.294324836,0.411066575,0.019467217,0.35729429,0.65859845,0.706064763,0.62655502,0.331854783,0.467003457,0.406015566,0.471520917,0.491873825,,,,
23/7/86,0.319736994,-0.656833085,-0.324450859,-1.506341287,0.332889317,0.320964118,-0.017951352,0.353704602,0.625431829,0.710773005,0.639583766,0.419415692,0.453710565,0.407997164,0.467350157,0.49448701,,,,
24/7/86,0.264090866,-0.656833085,-0.513371411,-1.504666551,0.254708819,0.326799853,0.038843895,0.374529314,0.58293142,0.710773005,0.65416084,0.511192028,0.438980468,0.410863713,0.463036366,0.496860279,,1,,
25/7/86,0.493678996,-0.293597245,-1.087905433,-1.249598544,0.311069568,0.345857062,0.039744079,0.330628873,0.571459464,0.720370148,0.674823142,0.613960258,0.43674519,0.419224668,0.458930185,0.499848387,,1,,
28/7/86,-0.39944602,0.319736994,-0.656833085,-1.155624646,-0.167239413,0.247913423,0.102374565,0.347985697,0.586407955,0.625431829,0.710773005,0.62655502,0.437995957,0.429416364,0.454125723,0.503614716,,1,,
29/7/86,-0.597488501,0.264090866,-0.656833085,-0.681515976,-0.245690226,0.204949171,0.127925939,0.338640102,0.608774634,0.58293142,0.710773005,0.646143899,0.439835877,0.438268008,0.447791412,0.505889587,,1,,
30/7/86,-0.225315928,0.493678996,-0.293597245,-0.789763768,-0.189535726,0.079475,0.178214637,0.368350561,0.64201775,0.571459464,0.720370148,0.663862624,0.443101069,0.446033146,0.444975718,0.508141355,,1,,
31/7/86,-0.657050855,0.493678996,0.202057983,-0.785217562,-0.176161421,-0.097565271,0.128465207,0.377705893,0.698171542,0.571459464,0.691127259,0.684926261,0.448440036,0.453137523,0.441793514,0.510415267,,1,,
1/8/86,-0.706203327,0.595276816,0.404846316,-0.754196823,-0.16406383,-0.006639087,0.100115821,0.356521042,0.706628644,0.56789978,0.65859845,0.700238624,0.455854536,0.460705883,0.438743194,0.511985207,,1,,
4/8/86,0.062102457,-0.225315928,0.493678996,-0.656833085,-0.421543299,-0.050703183,0.073887412,0.351545001,0.724959374,0.64201775,0.571459464,0.710773005,0.463106371,0.460757842,0.437286971,0.5139612,,,,
5/8/86,-0.044822625,-0.657050855,0.493678996,-0.217420253,-0.473463199,0.068790847,0.092997901,0.334893806,0.737617703,0.698171542,0.571459464,0.693435758,0.480108968,0.465800787,0.434119012,0.51692981,,,,
6/8/86,0.082789658,-0.706203327,0.595276816,0.408983837,-0.500543731,0.073175111,0.129176517,0.339356671,0.734598274,0.706628644,0.56789978,0.671946508,0.498204864,0.467904614,0.429399334,0.519657572,,,,
7/8/86,0.438731073,-0.706203327,-0.39944602,0.373453727,-0.507699425,0.083856656,0.146849166,0.292943075,0.732157607,0.706628644,0.586407955,0.645118688,0.517070649,0.476864243,0.424368282,0.523043127,,,,
8/8/86,0.294703418,-0.197203136,-0.597488501,0.15269062,-0.503668914,0.032558339,0.20640288,0.265285125,0.734664551,0.715971753,0.608774634,0.612266331,0.536456458,0.477885524,0.416945869,0.524256012,,,,
11/8/86,0.658483809,0.082789658,-0.706203327,0.493678996,-0.522490823,0.037019811,0.179326241,0.265725988,0.718989387,0.734598274,0.706628644,0.571459464,0.554062232,0.478754959,0.413019034,0.526839005,,,,
12/8/86,1.070835569,0.438731073,-0.706203327,-0.072219365,-0.476275451,0.294324836,0.180927049,0.312128693,0.694158496,0.732157607,0.706628644,0.588171065,0.574702728,0.467003457,0.410703145,0.528760483,,,,
13/8/86,1.10895405,0.294703418,-0.197203136,-0.428414127,-0.512092096,0.332889317,0.135447823,0.318786569,0.659219101,0.734664551,0.715971753,0.605259635,0.596527204,0.453710565,0.409784456,0.530117961,,,,
