,%C-5,%C-10,%C-15,%C-20,%C-40,%C-63,%C-126,%C-252,V-5,V-10,V-15,V-20,V-40,V-63,V-126,V-252,1_month,2_month,4_month,6_month
1986-11-14,-0.17141641851971035,0.01659218116646452,0.4403200817478201,0.32916951329744554,0.16339009632542134,-0.049454192588765884,-0.25791551803035945,0.08777884353863495,0.872013519772578,1.040181456717194,1.322789632669674,1.3343130190442176,0.8670631859557223,2.2272415642284717,1.3667155859365967,1.1154024386186718,,,,
1986-11-17,-0.3310202374635263,0.02705053045607044,0.05408239651819724,0.3153996416999534,0.13902429474425018,0.19058255471626806,-0.24084866329877985,0.06471842582869841,1.0053204651552223,0.7422280793799655,1.099060617032486,1.324739637228117,0.9072417674673344,2.189787868352995,1.3501870820486297,1.1443452238384704,,,,
1986-11-18,-0.7617298640438352,-0.22828765835170645,0.05408239651819724,0.3820081978147055,0.1639591233606839,0.22226152461366294,-0.1905116448026243,0.031669232214525785,1.0961769450822896,0.8191171153612113,1.099060617032486,1.321813856067834,0.9402397959280909,2.137704369457595,1.328765282754948,1.1719186784805762,,,,
1986-11-19,-0.6066326974043946,-0.17141641851971035,0.01659218116646452,0.4318764640933505,0.1806836140831688,0.2284775483053485,-0.13289395418680586,0.018841990055425882,1.1250110454983364,0.872013519772578,1.040181456717194,1.3236812990677829,0.9678832365518144,2.1024477014776624,1.3059267904832523,1.1992368145504324,,,,
1986-11-20,-0.3381723444007884,-0.17141641851971035,-0.256321278411722,0.3785725014658445,0.2372933000462788,0.13662027732510776,-0.1229688936910398,0.017306229022237506,1.1420304033943909,0.872013519772578,0.8877721832677854,1.3239779009040091,0.9898780633048448,2.0630948295779894,1.2828853408373448,1.2265847992056598,,,,
1986-11-21,-0.06950525429111565,-0.11948666310922995,-0.12592746485660716,0.07849580962827582,0.2108930792549626,0.021555700916991005,-0.1327811157469547,0.009785442735907148,1.1375122992232662,0.9060378350509022,0.7416147151169752,1.2155641441559475,1.0100870769783457,1.8084539947528977,1.2601405238062369,1.25422180338784,,,,
1986-11-24,0.606009887399815,-0.6066326974043946,-0.17141641851971035,0.05408239651819724,0.19536094052405825,0.07275524588263364,-0.09948139611559116,0.005148339631337166,1.136033116167521,1.1250110454983364,0.872013519772578,1.099060617032486,1.0428440176085303,1.5382179403181526,1.2375814341399385,1.2539767012934933,,,,
1986-11-25,0.9801122103648404,-0.3381723444007884,-0.17141641851971035,-0.06255334309915479,0.2077590249697994,-0.07559875164684034,-0.09814131353101882,0.011811244549975312,1.1297179862201974,1.1420304033943909,0.872013519772578,0.9793284171056112,1.0803909158689349,1.2678211286657155,1.2688491086135962,1.2537435310357918,,,,
1986-11-26,0.8661636170699725,-0.06950525429111565,-0.11948666310922995,-0.07442553581769723,0.20447321141674826,0.10325480243347927,-0.1072895672405328,0.0014882930942611901,1.1199779126692366,1.1375122992232662,0.9060378350509022,0.8590379668618502,1.117003813153744,1.0056461219090629,1.2996177386460417,1.2546039511779083,,,,
1986-11-28,0.7775801057996024,-0.038637352149198716,-0.7617298640438352,-0.24406558631439984,0.11876835968373325,0.2167636866053148,-0.13163104324257247,0.00776160152918312,1.0411009902961559,1.1365824686152353,1.0961769450822896,0.8014346215816792,1.1121364045027713,0.7771461632068708,1.3014167567521349,1.2565692772463082,,,,
1986-12-01,0.2232552392432076,0.8661636170699725,-0.06950525429111565,-0.17141641851971035,0.1228114806798042,0.08682585854262435,-0.1485159676285843,-0.012510131743284726,0.9374496132543134,1.1199779126692366,1.1375122992232662,0.872013519772578,1.108108474764626,0.7717028180749442,1.3109592193242332,1.2616646387236583,,,,
1986-12-02,0.4061193049424599,0.8198304540441049,-0.06950525429111565,-0.13418470305914065,0.2069338897042992,0.06202402202726115,-0.11252812918198332,-0.015303966898406657,0.8182861476197552,1.12015725604606,1.1375122992232662,0.9530765923717996,1.108424621886796,0.7661345949381038,1.312214327756595,1.2687867148979424,,,,
1986-12-03,0.4868682095887485,0.7775801057996024,-0.038637352149198716,-0.5811124061165313,0.22274303090260966,0.08173400723026521,-0.09580585508774957,-0.015812619198936582,0.7869600155575156,1.0411009902961559,1.1365824686152353,1.028579618297616,1.110364201772965,0.7633318196383927,1.3122196932562875,1.2759247969772185,,,,
1986-12-04,0.30927910411741194,0.7775801057996024,0.606009887399815,-0.7510121686027718,0.12474653451194842,0.19135519342069546,-0.10307950240699104,-0.012930057554330594,0.7598695833951421,1.0411009902961559,1.136033116167521,1.1076609944763756,1.128948650094704,0.8176605854351582,1.3131321729855037,1.2834417472878197,,,,
1986-12-05,0.13603981471046775,0.7044041819103017,0.9801122103648404,-0.25932416735897595,0.05462920149155509,0.16339009632542134,-0.10865472788570206,-0.02426400159015205,0.7629677632147536,1.0149950467027635,1.1297179862201974,1.1303441501991218,1.115009878832954,0.8670631859557223,1.3136228889908002,1.2884336152624365,,,,
1986-12-08,-0.15164340585325764,0.4868682095887485,0.7775801057996024,-0.06950525429111565,0.0498344522270886,0.13902429474425018,-0.10314737650749196,-0.03558193632902831,0.7359815829760009,0.7869600155575156,1.0411009902961559,1.1375122992232662,1.1012687807388308,0.9072417674673344,1.313445053794035,1.2882832671467268,,,,
1986-12-09,-0.48195940600069603,0.30927910411741194,0.7775801057996024,0.16851169377414182,-0.04094564515290629,0.1639591233606839,-0.07805513821444741,-0.04354620181305336,0.7743358308823737,0.7598695833951421,1.0411009902961559,1.133149739107455,1.0870444099120884,0.9402397959280909,1.3144826867894328,1.2933336011331753,,,,
1986-12-10,-0.4533919887110413,0.13603981471046775,0.7044041819103017,0.6424614909241686,-0.11415304850268175,0.1806836140831688,-0.06864524600065477,-0.0500860330520652,0.8095527831633583,0.7629677632147536,1.0149950467027635,1.1344938273867022,1.0756307258243103,0.9678832365518144,1.3137640614780741,1.2982340563803036,,,,
1986-12-11,-0.44713982321625867,0.13603981471046775,0.2232552392432076,0.918912884220518,-0.06841505104348007,0.2372933000462788,-0.04694668046490063,-0.05219261083161853,0.8514880651362813,0.7629677632147536,0.9374496132543134,1.1263176439358418,1.0646575135956882,0.9898780633048448,1.3143313087324735,1.3028756778824309,,,,
1986-12-12,-0.4922506994755745,0.3338444991330095,0.4061193049424599,0.8661636170699725,-0.06995666337987029,0.2108930792549626,-0.0367407188043981,-0.03936259665433985,0.8709481306970501,0.7297846110389228,0.8182861476197552,1.1199779126692366,1.053509653888907,1.0100870769783457,1.3000015941172514,1.3076072862026311,,,,
1986-12-15,-0.4268749823549495,-0.4533919887110413,0.13603981471046775,0.7775801057996024,0.003931968500272519,0.19536094052405825,-0.05107654668218227,-0.005872090547085507,0.8869475785226018,0.8095527831633583,0.7629677632147536,1.0411009902961559,1.041396937576124,1.0428440176085303,1.2838827707261171,1.3069283246462684,,,,
1986-12-16,-0.3762294181470944,-0.44713982321625867,0.13603981471046775,0.3645084056878015,0.04044600894380096,0.2077590249697994,-0.1022276742798358,0.01199832490249916,0.8982279327168252,0.8514880651362813,0.7629677632147536,0.9851713780065916,1.0285069009492347,1.0803909158689349,1.2812584657259098,1.3059348727124278,,,,
1986-12-17,-0.4666020395829384,-0.4922506994755745,0.3338444991330095,0.4731183736176518,0.03804583278705805,0.20447321141674826,-0.11010654249427733,0.004355407409749167,0.8921587070511754,0.8709481306970501,0.7297846110389228,0.8918936794144212,1.0139545835955788,1.117003813153744,1.2801578038543098,1.305274577569771,,,,
1986-12-18,-0.3280931162340826,-0.4922506994755745,-0.15164340585325764,0.4868682095887485,0.031810076283665736,0.1301081564650922,-0.1445062678813233,0.011335915995997438,0.8820152574146987,0.8709481306970501,0.7359815829760009,0.7869600155575156,0.9929694909125272,1.1165452611462352,1.280135862139958,1.304280443427332,,,,
1986-12-19,-0.1480358098488532,-0.43550241354344704,-0.48195940600069603,0.3775890955071485,0.10656898406527374,0.11876835968373325,-0.17707969405847587,-0.009723988402469992,0.8781572863863673,0.8936817219605482,0.7743358308823737,0.7686821053254025,0.9961825135084929,1.1121364045027713,1.2806673514179652,1.3023360061971216,,,,
1986-12-22,-0.061033294304321015,-0.4666020395829384,-0.4922506994755745,0.13603981471046775,0.0833688757443053,0.1228114806798042,-0.18972714270205224,-0.019065188042019687,0.8866947189684061,0.8921587070511754,0.8709481306970501,0.7629677632147536,1.0071822285387946,1.108108474764626,1.2806882348067727,1.30207424882744,,,,
1986-12-23,-0.03608700512816854,-0.3280931162340826,-0.4922506994755745,0.12322683066559073,0.1901584235378131,0.2069338897042992,-0.184298136428954,-0.03054792403387558,0.8637731250865649,0.8820152574146987,0.8709481306970501,0.7398304419597498,1.0084695364878256,1.108424621886796,1.2813619173757058,1.3012259004429505,,,,
1986-12-24,-0.007985499123866634,-0.1480358098488532,-0.43550241354344704,-0.239744540095034,0.19522225613576052,0.22274303090260966,-0.16932467583692185,-0.02920057087755826,0.8615690200946947,0.8781572863863673,0.8936817219605482,0.7580649885800582,1.0050615710300046,1.110364201772965,1.2844641138470132,1.3004282763580008,,,,
1986-12-26,-0.12913766834408388,-0.04563492423402901,-0.3762294181470944,-0.4690953271564687,0.23327078440689625,0.05462920149155509,-0.1632618992243681,-0.04800032918291803,0.8448394477239161,0.8928310986718335,0.8982279327168252,0.8362625486076649,0.9833602273861844,1.115009878832954,1.324866684538444,1.2908922045757008,,,,
1986-12-29,-0.2687188329504129,-0.007985499123866634,-0.1480358098488532,-0.4922506994755745,0.18158329213940572,0.0498344522270886,-0.18285658009439051,-0.046079501947365466,0.9767419733183552,0.8615690200946947,0.8781572863863673,0.8709481306970501,0.9631212026011852,1.1012687807388308,1.3460976158854536,1.2840163833954097,,,,
1986-12-30,-0.2645315098283139,-0.20137847072917692,-0.1480358098488532,-0.4599298012963876,0.15497181119251532,-0.04094564515290629,-0.1521217341922326,-0.0432504235336693,1.097074381824553,0.8611835593685792,0.8781572863863673,0.8788377850173391,0.9434656685572452,1.0870444099120884,1.3712299074555927,1.276351842591441,,,,
1986-12-31,-0.2173344216401165,-0.12913766834408388,-0.04563492423402901,-0.2900350728498019,0.2640533704637099,-0.11415304850268175,-0.16194477933163146,-0.033295768840610425,1.1242058595303666,0.8448394477239161,0.8928310986718335,0.8858700008776379,0.9244538047341584,1.0756307258243103,1.3976327783911715,1.2681959261619589,,,,
1987-01-02,-0.009429437083351866,-0.2374272527553187,-0.03608700512816854,-0.3970133338898336,0.15562860703469678,-0.06995666337987029,-0.15283594526807529,-0.04813207130656392,1.2239257310158158,0.8407812064705303,0.8637731250865649,0.8953698845197839,0.8968948875521607,1.053509653888907,1.4517382020222611,1.2516642387380539,,,,
1987-01-05,1.228514161466455,-0.2173344216401165,-0.12913766834408388,-0.1480358098488532,0.05144177647098176,0.003931968500272519,-0.1412146044287892,-0.0525211188656384,1.2883623110906308,1.1242058595303666,0.8448394477239161,0.8781572863863673,0.8768963645325429,1.041396937576124,1.4809275322311117,1.253423695180686,,,,
1987-01-06,1.588093665488602,-0.3189741417905537,-0.12913766834408388,0.002638277590700888,0.002122888984534029,0.04044600894380096,-0.11749979880156965,-0.06477092804106682,1.4085525018664289,1.233672108443847,0.8448394477239161,0.8856677132342814,0.8610390891473062,1.0285069009492347,1.4771671383484954,1.255306663797496,,,,
1987-01-07,1.777647140522557,-0.009429437083351866,-0.2374272527553187,-0.2075494374388457,-0.10998824912900852,0.03804583278705805,-0.07524027554092796,-0.05103275693145284,1.467202443903432,1.2239257310158158,0.8407812064705303,0.8747834416137102,0.8470716248445639,1.0139545835955788,1.4780386940022667,1.257797987577682,,,,
1987-01-08,1.9442171991679105,-0.009429437083351866,-0.2687188329504129,-0.03012010152257617,-0.16283985517971794,0.031810076283665736,-0.09628725023431522,-0.01893528594464423,1.5909213535273659,1.2239257310158158,0.9767419733183552,0.8708981349545996,0.8334381794842839,0.9929694909125272,1.4614189830495905,1.2635878962320228,,,,
1987-01-09,1.7045594001729394,0.2832570007429399,-0.2645315098283139,-0.007985499123866634,-0.11690027575023156,0.10656898406527374,-0.1309067533649756,-0.025881998373668124,1.6002994253932037,1.2202274304416203,1.097074381824553,0.8615690200946947,0.8352686309085812,0.9961825135084929,1.4437252269358674,1.2690306937676503,,,,
1987-01-12,1.498759301022046,1.777647140522557,-0.009429437083351866,-0.12913766834408388,-0.1453438992612612,0.0833688757443053,-0.11316411693938075,-0.052343036674292014,1.640139421199588,1.467202443903432,1.2239257310158158,0.8448394477239161,0.8385862545609329,1.0071822285387946,1.4266357367129188,1.2745034088274667,,,,
1987-01-13,0.9563432500803056,1.9442171991679105,-0.009429437083351866,-0.3999426272070458,-0.153996092198589,0.1901584235378131,-0.04329233610767881,-0.07176468718517667,1.5863262537976497,1.5909213535273659,1.2239257310158158,0.939341063037498,0.8343011270782361,1.0084695364878256,1.4097025704670068,1.2800071828156017,,,,
1987-01-14,0.9853166807527496,1.7045594001729394,0.2832570007429399,-0.19996175414628714,-0.2308061086886635,0.19522225613576052,-0.025988807856591276,-0.07877155133112712,1.5198938292056183,1.6002994253932037,1.2202274304416203,1.0476553299750992,0.8433118956114857,1.0050615710300046,1.392268836430255,1.285326642079589,,,,
1987-01-15,1.002726111380695,1.7045594001729394,1.228514161466455,-0.2173344216401165,-0.2948008441697486,0.1818299370416315,-0.04552767318971472,-0.1171962093152917,1.4748768005756996,1.6002994253932037,1.2883623110906308,1.1242058595303666,0.8533339140275316,1.0008869145792068,1.3817372158500814,1.303485761654131,,,,
1987-01-16,0.6247600366349665,1.420179009107016,1.588093665488602,-0.2173344216401165,-0.2849933708610522,0.23327078440689625,0.0636965897828938,-0.14818696240351026,1.4721629397503535,1.634174271268414,1.4085525018664289,1.1242058595303666,0.86001635725373,0.9833602273861844,1.3413660988323213,1.322267755586828,,,,
1987-01-19,0.9489077704890856,0.9853166807527496,1.7045594001729394,-0.009429437083351866,-0.30703146470404674,0.18158329213940572,0.11971903576831845,-0.15377789472959486,1.3752686064342623,1.5198938292056183,1.6002994253932037,1.2239257310158158,0.8906603672700767,0.9631212026011852,1.3018357320141998,1.3426381083544427,,,,
1987-01-20,0.5322844530804699,1.002726111380695,1.7045594001729394,0.9229629916663638,-0.2586612430060352,0.15497181119251532,0.07753481698316121,-0.15068600010260844,1.301709548455153,1.4748768005756996,1.6002994253932037,1.281370583304306,0.922685809556895,0.9434656685572452,1.2605901867739495,1.360800574681435,,,,
1987-01-21,0.02528513617396549,0.6247600366349665,1.420179009107016,1.1721344598475705,-0.224234181673594,0.2640533704637099,0.052898962938428384,-0.13732205504822687,1.159171462068853,1.4721629397503535,1.634174271268414,1.3578144495617737,0.9466325883336628,0.9244538047341584,1.2263984130721606,1.3779039295745859,,,,
1987-01-22,0.748087483877484,0.6247600366349665,1.498759301022046,1.777647140522557,-0.24416107381737706,0.2758022175237326,0.0626292067894258,-0.12404318307924828,1.0335908495522403,1.4721629397503535,1.640139421199588,1.467202443903432,0.9545036108202896,0.9104207659563032,1.1934292918534537,1.3951545458392796,,,,
1987-01-23,0.4729360213890116,0.4516209151309484,0.9563432500803056,1.7392146947419789,-0.14051011967620333,0.15562860703469678,0.058801933736072384,-0.11367392054855613,1.019486242445964,1.4426958085129673,1.5863262537976497,1.5116744025682374,0.9724739671307776,0.8968948875521607,1.159571754780607,1.4137366014877013,,,,
1987-01-26,-0.31054148802225234,0.02528513617396549,0.6247600366349665,1.7045594001729394,0.1105452495344733,0.05144177647098176,0.08075071429835308,-0.09644793480267372,0.9480435816876688,1.159171462068853,1.4721629397503535,1.6002994253932037,1.0093319420559377,0.8768963645325429,1.1249384079522018,1.4321620742912449,,,,
1987-01-27,0.3347639555118945,0.748087483877484,0.6247600366349665,1.3996065118158207,0.2220191571986924,0.002122888984534029,0.07280595659440804,-0.10253192253628568,0.9553703415982716,1.0335908495522403,1.4721629397503535,1.6253457099547106,1.0626682868938446,0.8610390891473062,1.09057816309288,1.4507678983229229,,,,
1987-01-28,-0.03627313481054137,0.4729360213890116,0.4516209151309484,1.2343361131891286,0.3712322286596661,-0.10998824912900852,0.10136013938764894,-0.1160439176358543,0.9190000429913148,1.019486242445964,1.4426958085129673,1.5976914570410081,1.117067756873606,0.8470716248445639,1.0565946227604188,1.4641451560104004,,,,
1987-01-29,-0.1305008409168679,0.4729360213890116,0.9489077704890856,1.105350326926133,0.5482953771097534,-0.16283985517971794,0.11029123799233853,-0.13063539672552305,0.9201872373295564,1.019486242445964,1.3752686064342623,1.5538275108099866,1.1721204375525467,0.8334381794842839,1.020224613628693,1.4581929803632934,,,,
1987-01-30,-0.0036085183431641796,0.049722330913762464,0.5322844530804699,0.9513665299431672,0.6100515710605013,-0.11690027575023156,0.1585832374232762,-0.1464200954988275,0.9372981164248876,0.9848101050344876,1.301709548455153,1.5074637830318705,1.2242345174427134,0.8352686309085812,1.024820839227994,1.4614577048965791,,,,
1987-02-02,0.4912283950380672,-0.03627313481054137,0.4729360213890116,0.6247600366349665,0.6632746501289997,-0.1453438992612612,0.135978732967638,-0.15160397887984414,0.9330404609804626,0.9190000429913148,1.019486242445964,1.4721629397503535,1.276184950473203,0.8385862545609329,1.0212341595804963,1.4639282926564272,,,,
1987-02-03,0.5251607483792733,-0.1305008409168679,0.4729360213890116,0.7944548887627603,0.6619112413409881,-0.153996092198589,0.16534978820475546,-0.15160397887984414,0.9717450541178968,0.9201872373295564,1.019486242445964,1.3857948052287472,1.316962481110533,0.8343011270782361,1.0140447465619624,1.4639282926564272,,,,
1987-02-04,1.0295102911340401,-0.0036085183431641796,0.049722330913762464,0.7661032893262645,0.8401250016471585,-0.2308061086886635,0.18018571281851486,-0.16001509799462738,1.0053931091850408,0.9372981164248876,0.9848101050344876,1.3261341465359897,1.359583495872276,0.8433118956114857,1.0055957168990368,1.4669476314167946,,,,
1987-02-05,1.0496193110065313,-0.0036085183431641796,-0.31054148802225234,0.18334129428013995,0.8988263169189475,-0.2948008441697486,0.17403922375087988,-0.16277776128064236,1.0160035419526705,0.9372981164248876,0.9480435816876688,1.218885889322458,1.3994653118658575,0.8533339140275316,0.9976463514502656,1.4704110954872942,,,,
1987-02-06,0.839184928919442,0.3470318298383145,0.3347639555118945,0.42104913463239785,0.7797642783011546,-0.2849933708610522,0.15576530958417514,-0.16684078471030814,1.0270233138304423,0.9259900921422042,0.9553703415982716,1.1191341789315858,1.4035881241713983,0.86001635725373,0.9920892047263391,1.4741218295711354,,,,
1987-02-09,0.27013595884880004,1.0295102911340401,-0.0036085183431641796,0.4729360213890116,0.9183113479330756,-0.30703146470404674,0.13442362293080296,-0.17925615413435864,1.0712233676411895,1.0053931091850408,0.9372981164248876,1.019486242445964,1.427747036124861,0.8906603672700767,0.9869166330413808,1.4779106867779948,,,,
1987-02-10,-0.15028737472994347,1.0496193110065313,-0.0036085183431641796,-0.24145611748280574,0.979802955615556,-0.2586612430060352,0.117124272930971,-0.17383092252399868,1.076200087825698,1.0160035419526705,0.9372981164248876,0.9843541267387144,1.4207187477384942,0.922685809556895,0.9835709658498312,1.4818733302203912,,,,
1987-02-11,0.17730141995836207,0.839184928919442,0.3470318298383145,0.025324896225279624,0.8985535674030712,-0.224234181673594,0.11567352956837558,-0.17655516089282436,1.0832220623550994,1.0270233138304423,0.9259900921422042,0.9418145238369531,1.3958651379282505,0.9466325883336628,0.9801492753305534,1.4858040507824657,,,,
1987-02-12,0.21410882243935167,0.839184928919442,0.4912283950380672,0.3718025178447925,1.0372101197725148,-0.24416107381737706,0.10095575205686301,-0.17680198565612196,1.0767201336364485,1.0270233138304423,0.9330404609804626,0.9269970436695556,1.3794241215105645,0.9545036108202896,0.9793072829454248,1.4940952852549263,,,,
1987-02-13,0.4551023604635767,0.5625869876456979,0.5251607483792733,-0.22993463844647002,0.9331551230014276,-0.14051011967620333,0.08376353079975854,-0.17481191294585344,1.1251400101107705,1.047504200341272,0.9717450541178968,0.9287633526678168,1.3534018522924578,0.9724739671307776,0.9786290853897514,1.4936711781088552,,,,
1987-02-17,1.2837163518372503,0.21410882243935167,0.839184928919442,0.6667408026735353,0.6957385530433928,0.2220191571986924,0.05560750164917597,-0.13978777382758803,1.2249963782756392,1.0767201336364485,1.0270233138304423,0.929812027271188,1.3058982188778094,1.0626682868938446,0.9818680307017771,1.4833721080247153,,,,
1987-02-18,0.8398611176386179,0.4551023604635767,0.5625869876456979,0.5241199521386954,0.6655486413049844,0.3712322286596661,0.031661849118768966,-0.12708247815052784,1.2856998665537394,1.1251400101107705,1.047504200341272,0.9400968136852556,1.2588565305640276,1.117067756873606,0.9857769216003966,1.4727507744067214,,,,
1987-02-19,0.14663493440429284,0.4551023604635767,0.27013595884880004,0.6226921023091949,0.4561181276415715,0.5482953771097534,0.01304085279241592,-0.1424779676846764,1.2424581487220572,1.1251400101107705,1.0712233676411895,0.9978778056227976,1.2166480506489894,1.1721204375525467,0.9890022751152214,1.4626541596393474,,,,
1987-02-20,-0.037157424245271416,0.6974074342410665,-0.15028737472994347,0.9404876031955552,0.3885228689123204,0.6100515710605013,0.028550496466982458,-0.15042778507688978,1.2259469439278123,1.1406252892124384,1.076200087825698,1.0139511601233786,1.1739092628726608,1.2242345174427134,0.990368476215534,1.451995175878655,,,,
1987-02-23,-0.7314932003138259,0.8398611176386179,0.4551023604635767,0.839184928919442,0.4635008995261555,0.6632746501289997,0.04276286226672443,-0.1732296856472658,1.1909346172972637,1.2856998665537394,1.1251400101107705,1.0270233138304423,1.1306147663058217,1.276184950473203,0.9916273881491892,1.4399286134191014,,,,
1987-02-24,-0.2795606651984376,0.14663493440429284,0.4551023604635767,0.3472460031872818,0.4221490031442911,0.6619112413409881,0.04052257559687053,-0.16381168803263488,1.1892273259219217,1.2424581487220572,1.1251400101107705,1.050643139013837,1.0917579387936047,1.316962481110533,0.99358506781389,1.4277830147336217,,,,
1987-02-25,0.13895202748486568,-0.037157424245271416,0.6974074342410665,0.08233360382182163,0.4744098879050049,0.8401250016471585,0.042863383296427734,-0.14513411956889394,1.1891350593078718,1.2259469439278123,1.1406252892124384,1.081441832589038,1.0714147644958367,1.359583495872276,0.9974126487349236,1.4167370235628165,,,,
1987-02-26,0.4360272120967462,-0.037157424245271416,1.152835184416786,0.2587205062550129,0.4045985264757658,0.8988263169189475,0.03839632635193066,-0.12954595842633612,1.1885253238447018,1.2259469439278123,1.1467284881564408,1.0762143226594258,1.047936691059424,1.3994653118658575,1.003242263087065,1.4128393377497062,,,,
1987-02-27,0.4042308276742075,-0.037157424245271416,1.2837163518372503,0.17077653806569829,0.35346611859240623,0.7797642783011546,0.013615391571854023,-0.13672587144994264,1.1801857551466817,1.2259469439278123,1.2249963782756392,1.0755965871774644,1.0237716162472146,1.4035881241713983,0.991632891159426,1.4100532125822252,,,,
1987-03-02,0.26664654412270433,0.13895202748486568,-0.037157424245271416,0.4551023604635767,0.37677776407375396,0.9183113479330756,-0.003912514699393859,-0.14052416762922634,1.0793842925204202,1.1891350593078718,1.2259469439278123,1.1251400101107705,0.9988898285756604,1.427747036124861,0.9887676966498132,1.4069204434701266,,,,
1987-03-03,-0.048387762078292734,0.4360272120967462,-0.037157424245271416,0.6974074342410665,0.19961110160024775,0.979802955615556,-0.0008373100422410803,-0.13444849097292247,0.9845999525487934,1.1885253238447018,1.2259469439278123,1.1406252892124384,0.9966476348436958,1.4207187477384942,0.9867492701918644,1.414257843801452,,,,
1987-03-04,0.13685819716271513,0.4042308276742075,-0.037157424245271416,1.4364752714266475,0.3158527681952389,0.8985535674030712,-0.013085496947545941,-0.13823288487140092,0.9102430021453032,1.1801857551466817,1.2259469439278123,1.1878150992053138,0.9933148195344108,1.3958651379282505,0.9837807282643792,1.422217795247385,,,,
